Movie_Name,Rating,Genre,Year,Rating_Score,Votes,Director,Star,Country,Budget,Gross,Company,Release_date
Contraband,R,Action,2012,6.4,119000,Baltasar Kormákur,Mark Wahlberg,United States,25000000,96262212,Universal Pictures,13/01/2012
Red Lights,R,Drama,2012,6.2,59000,Rodrigo Cortés,Sigourney Weaver,Spain,20500000,14107313,Millennium Films,02/03/2012
Arbitrage,R,Drama,2012,6.6,51000,Nicholas Jarecki,Richard Gere,United States,12000000,35485056,Lionsgate,14/09/2012
The Man with the Iron Fists,R,Action,2012,5.4,61000,RZA,Russell Crowe,United States,15000000,20546518,Arcade Pictures,02/11/2012
Cosmopolis,R,Crime,2012,5.1,45000,David Cronenberg,Robert Pattinson,Canada,20500000,7029095,Alfama Films,25/05/2012
The Campaign,R,Comedy,2012,6.1,126000,Jay Roach,Will Ferrell,United States,95000000,104907746,Warner Bros.,10/08/2012
Frankenweenie,PG,Animation,2012,6.9,101000,Tim Burton,Winona Ryder,United States,39000000,81493846,Walt Disney Pictures,05/10/2012
A Royal Affair,R,Biography,2012,7.5,45000,Nikolaj Arcel,Alicia Vikander,Denmark,20500000,14758997,Zentropa Entertainments,29/03/2012
The Guilt Trip,PG-13,Comedy,2012,5.7,36000,Anne Fletcher,Barbra Streisand,United States,40000000,41863726,Paramount Pictures,19/12/2012
Stand Up Guys,R,Comedy,2012,6.5,54000,Fisher Stevens,Al Pacino,United States,15000000,5072654,Lionsgate,01/02/2013
Deadfall,R,Crime,2012,6.3,39000,Stefan Ruzowitzky,Eric Bana,France,12000000,1946254,Magnolia Pictures,09/11/2012
The Bay,R,Horror,2012,5.7,26000,Barry Levinson,Will Rogers,United States,20500000,1581252,Automatik Entertainment,21/11/2012
The Words,PG-13,Drama,2012,7,76000,Brian Klugman,Bradley Cooper,United States,6000000,15950164,Also Known As Pictures,07/09/2012
The Broken Circle Breakdown,Not Rated,Drama,2012,7.7,40000,Felix van Groeningen,Veerle Baetens,Belgium,20500000,5990754,Menuet Producties,10/10/2012
Thanks for Sharing,R,Comedy,2012,6.4,27000,Stuart Blumberg,Mark Ruffalo,United States,20500000,3499442,Class 5 Films,14/09/2013
Starlet,Not Rated,Drama,2012,6.9,7200,Sean Baker,Dree Hemingway,United States,20500000,146222,Maybach Film Productions,09/05/2013
The Angels' Share,R,Comedy,2012,7,24000,Ken Loach,Paul Brannigan,United Kingdom,20500000,13090471,Entertainment One,01/06/2012
Universal Soldier: Day of Reckoning,R,Action,2012,5,20000,John Hyams,Jean-Claude Van Damme,United States,10000000,1402307,Foresight Unlimited,25/10/2012
Promised Land,R,Drama,2012,6.6,37000,Gus Van Sant,Matt Damon,United States,15000000,11039031,Focus Features,04/01/2013
Beasts of the Southern Wild,PG-13,Adventure,2012,7.3,82000,Benh Zeitlin,Quvenzhané Wallis,United States,1800000,21107746,Cinereach,05/07/2012
Red Tails,PG-13,Action,2012,5.9,34000,Anthony Hemingway,Cuba Gooding Jr.,United States,58000000,50365498,Twentieth Century Fox,20/01/2012
In the House,R,Drama,2012,7.4,31000,François Ozon,Fabrice Luchini,France,20500000,16190771,Mandarin Films,10/10/2012
The Cold Light of Day,PG-13,Action,2012,4.9,36000,Mabrouk El Mechri,Henry Cavill,United States,20000000,16863583,Summit Entertainment,07/09/2012
The Apparition,PG-13,Horror,2012,4.1,19000,Todd Lincoln,Ashley Greene,United States,17000000,11350665,Warner Bros.,24/08/2012
To the Wonder,R,Drama,2012,5.9,28000,Terrence Malick,Ben Affleck,United States,20500000,2801166,Brothers K Productions,22/02/2013
Lockout,PG-13,Action,2012,6.1,96000,James Mather,Guy Pearce,France,20000000,32948113,EuropaCorp,13/04/2012
Chasing Mavericks,PG,Biography,2012,7.1,31000,Michael Apted,Jonny Weston,United States,20000000,7942116,Fox 2000 Pictures,26/10/2012
One for the Money,PG-13,Action,2012,5.3,41000,Julie Anne Robinson,Katherine Heigl,United States,40000000,38084162,Lakeshore Entertainment,27/01/2012
Bachelorette,R,Comedy,2012,5.3,46000,Leslye Headland,Kirsten Dunst,United States,3000000,12128575,Gary Sanchez Productions,06/09/2012
Lay the Favorite,R,Comedy,2012,4.8,11000,Stephen Frears,Rebecca Hall,United States,26350000,1577272,Emmett/Furla/Oasis Films (EFO Films),22/06/2012
Kahaani,Not Rated,Mystery,2012,8.1,59000,Sujoy Ghosh,Vidya Balan,India,20500000,459234,Boundscript,09/03/2012
Parental Guidance,PG,Comedy,2012,6,25000,Andy Fickman,Billy Crystal,United States,25000000,119772232,Twentieth Century Fox,25/12/2012
The Raven,R,Crime,2012,6.4,83000,James McTeigue,John Cusack,United States,26000000,29699345,Intrepid Pictures,27/04/2012
Liberal Arts,PG-13,Comedy,2012,6.7,37000,Josh Radnor,Josh Radnor,United States,2000000,1150681,BCDF Pictures,05/10/2012
Stolen,R,Action,2012,5.5,44000,Simon West,Nicolas Cage,United States,35000000,17415418,Millennium Films,06/09/2012
Kon-Tiki,PG-13,Adventure,2012,7.2,47000,Joachim Rønning,Pål Sverre Hagen,United Kingdom,16600000,22842887,Recorded Picture Company (RPC),26/04/2013
Paranormal Activity 4,R,Horror,2012,4.6,63000,Henry Joost,Stephen Dunham,United States,5000000,142802657,Paramount Pictures,19/10/2012
Quartet,PG-13,Comedy,2012,6.8,19000,Dustin Hoffman,Maggie Smith,United Kingdom,11000000,59520298,Headline Pictures,01/03/2013
28 Hotel Rooms,Not Rated,Drama,2012,5.8,3200,Matt Ross,Marin Ireland,United States,20500000,131208,Mott Street Pictures,09/11/2012
Playing for Keeps,PG-13,Comedy,2012,5.7,29000,Gabriele Muccino,Gerard Butler,United States,35000000,30962335,Eclectic Pictures,07/12/2012
Upside Down,PG-13,Drama,2012,6.4,70000,Juan Solanas,Jim Sturgess,Canada,60000000,22187813,Upside Down Films,01/05/2013
Great Expectations,PG-13,Drama,2012,6.4,13000,Mike Newell,Toby Irvine,United Kingdom,20500000,6202879,BBC Films,08/11/2013
The Odd Life of Timothy Green,PG,Comedy,2012,6.6,46000,Peter Hedges,Jennifer Garner,United States,25000000,56012642,Monsterfoot Productions,15/08/2012
Premium Rush,PG-13,Action,2012,6.5,111000,David Koepp,Joseph Gordon-Levitt,United States,35000000,31083599,Columbia Pictures,24/08/2012
Not Fade Away,R,Drama,2012,6,4400,David Chase,John Magaro,United States,20000000,636399,Chase Films,19/07/2013
Disconnect,R,Drama,2012,7.5,74000,Henry Alex Rubin,Jason Bateman,United States,10000000,3428048,LD Entertainment,05/07/2013
Sightseers,Not Rated,Adventure,2012,6.5,27000,Ben Wheatley,Alice Lowe,United Kingdom,20500000,2122909,StudioCanal,10/05/2013
The Pirates! Band of Misfits,PG,Animation,2012,6.7,46000,Peter Lord,Hugh Grant,United Kingdom,55000000,123054041,Columbia Pictures,27/04/2012
Chernobyl Diaries,R,Horror,2012,5,65000,Bradley Parker,Jesse McCartney,United States,1000000,38390020,Alcon Entertainment,25/05/2012
Celeste & Jesse Forever,R,Comedy,2012,6.6,30000,Lee Toland Krieger,Rashida Jones,United States,20500000,3640975,Envision Media Arts,03/08/2012
Talaash,Not Rated,Crime,2012,7.2,40000,Reema Kagti,Aamir Khan,India,7395080,5277766,Aamir Khan Productions,30/11/2012
Hope Springs,PG-13,Comedy,2012,6.3,42000,David Frankel,Meryl Streep,United States,30000000,114281051,Columbia Pictures,08/08/2012
People Like Us,PG-13,Comedy,2012,7.1,42000,Alex Kurtzman,Chris Pine,United States,16000000,12558931,Dreamworks Pictures,29/06/2012
The ABCs of Death,Not Rated,Comedy,2012,4.7,18000,Directors,Ingrid Bolsø Berdal,United States,20500000,23589,Magnet Releasing,26/04/2013
Into the White,R,Action,2012,7.2,20000,Petter Næss,Florian Lukas,Norway,20500000,712216,Zentropa International Norway,12/04/2013
The Sweeney,R,Action,2012,6.1,19000,Nick Love,Ray Winstone,United Kingdom,20500000,7708312,Vertigo Films,01/03/2013
Vamps,PG-13,Comedy,2012,5.2,9700,Amy Heckerling,Alicia Silverstone,United States,16000000,92748,Lucky Monkey Pictures,02/11/2012
Barfi!,Not Rated,Comedy,2012,8.1,78000,Anurag Basu,Ranbir Kapoor,India,20500000,4490134,UTV Motion Pictures,14/09/2012
Bel Ami,R,Crime,2012,5.4,18000,Declan Donnellan,Robert Pattinson,United Kingdom,20500000,9374932,Redwave Films,09/03/2012
Unfinished Song,PG-13,Comedy,2012,7,7400,Paul Andrew Williams,Terence Stamp,United Kingdom,20500000,9166865,Steel Mill Pictures,22/02/2013
A Thousand Words,PG-13,Comedy,2012,5.9,41000,Brian Robbins,Eddie Murphy,United States,40000000,22044277,DreamWorks,09/03/2012
Like Someone in Love,Not Rated,Drama,2012,7,11000,Abbas Kiarostami,Rin Takanashi,Japan,20500000,562878,Centre national du cinéma et de l'image animée (CNC),15/09/2012
Escape from Planet Earth,PG,Animation,2012,5.9,25000,Cal Brunker,Brendan Fraser,United States,40000000,74939189,Blue Yonder Films,15/02/2013
The Reluctant Fundamentalist,R,Drama,2012,6.9,14000,Mira Nair,Riz Ahmed,United States,20500000,2176576,Cine Mosaic,17/05/2013
Much Ado About Nothing,PG-13,Comedy,2012,7.1,16000,Joss Whedon,Alexis Denisof,United States,20500000,5341221,Bellwether Pictures,14/06/2013
Ginger & Rosa,PG-13,Drama,2012,6.3,11000,Sally Potter,Elle Fanning,United Kingdom,20500000,1674776,Adventure Pictures,19/10/2012
"For a Good Time, Call...",R,Comedy,2012,6,16000,Jamie Travis,Ari Graynor,United States,850000,1386088,AdScott Pictures,02/11/2012
Big Miracle,PG,Biography,2012,6.5,19000,Ken Kwapis,Drew Barrymore,United States,40000000,24740061,Universal Pictures,03/02/2012
What Maisie Knew,R,Drama,2012,7.4,27000,Scott McGehee,Julianne Moore,United States,6000000,2711379,Red Crown Productions,03/05/2013
The Devil Inside,R,Horror,2012,4.2,35000,William Brent Bell,Fernanda Andrade,United States,1000000,101758490,Insurge Pictures,06/01/2012
Cocktail,Not Rated,Comedy,2012,6.3,14000,Homi Adajania,Saif Ali Khan,United Kingdom,7980000,2724695,Cocktail Film,13/07/2012
Fun Size,PG-13,Adventure,2012,5.4,14000,Josh Schwartz,Victoria Justice,United States,14000000,11417362,Paramount Pictures,26/10/2012
"Farewell, My Queen",R,Drama,2012,6.2,8200,Benoît Jacquot,Léa Seydoux,France,20500000,6366835,GMT Productions,21/03/2012
The Magic of Belle Isle,PG,Comedy,2012,7,18000,Rob Reiner,Morgan Freeman,United States,20500000,123821,Magnolia Pictures,06/07/2012
Robot & Frank,PG-13,Comedy,2012,7.1,63000,Jake Schreier,Peter Sarsgaard,United States,2500000,4806423,Dog Run Pictures,19/09/2012
The Wolf of Wall Street,R,Biography,2013,8.2,1200000,Martin Scorsese,Leonardo DiCaprio,United States,100000000,392000694,Red Granite Pictures,25/12/2013
Iron Man 3,PG-13,Action,2013,7.1,779000,Shane Black,Robert Downey Jr.,United States,200000000,1214811252,Marvel Studios,03/05/2013
The Conjuring,R,Horror,2013,7.5,464000,James Wan,Patrick Wilson,United States,20000000,320290989,New Line Cinema,19/07/2013
Prisoners,R,Crime,2013,8.1,625000,Denis Villeneuve,Hugh Jackman,United States,46000000,122126687,Alcon Entertainment,20/09/2013
Thor: The Dark World,PG-13,Action,2013,6.8,618000,Alan Taylor,Chris Hemsworth,United States,170000000,644783140,Marvel Studios,08/11/2013
The Purge,R,Horror,2013,5.7,209000,James DeMonaco,Ethan Hawke,United States,3000000,89328627,Universal Pictures,07/06/2013
Grown Ups 2,PG-13,Comedy,2013,5.4,144000,Dennis Dugan,Adam Sandler,United States,80000000,246984278,Columbia Pictures,12/07/2013
Fast & Furious 6,PG-13,Action,2013,7,377000,Justin Lin,Vin Diesel,United States,160000000,788680968,Universal Pictures,24/05/2013
Gravity,PG-13,Drama,2013,7.7,784000,Alfonso Cuarón,Sandra Bullock,United Kingdom,100000000,723192705,Warner Bros.,04/10/2013
About Time,R,Comedy,2013,7.8,317000,Richard Curtis,Domhnall Gleeson,United Kingdom,12000000,87100449,Translux,08/11/2013
The Hobbit: The Desolation of Smaug,PG-13,Adventure,2013,7.8,615000,Peter Jackson,Ian McKellen,New Zealand,225000000,959007513,Metro-Goldwyn-Mayer (MGM),13/12/2013
Man of Steel,PG-13,Action,2013,7,721000,Zack Snyder,Henry Cavill,United States,225000000,668045518,Warner Bros.,14/06/2013
Under the Skin,R,Drama,2013,6.3,134000,Jonathan Glazer,Scarlett Johansson,United Kingdom,13300000,5866389,Film4,14/03/2014
Blue Is the Warmest Colour,NC-17,Drama,2013,7.7,142000,Abdellatif Kechiche,Léa Seydoux,France,20500000,19465835,Quat'sous Films,09/10/2013
Only Lovers Left Alive,R,Comedy,2013,7.3,94000,Jim Jarmusch,Tilda Swinton,United Kingdom,7000000,7609187,Recorded Picture Company (RPC),25/12/2013
Her,R,Drama,2013,8,559000,Spike Jonze,Joaquin Phoenix,United States,23000000,48517427,Annapurna Pictures,10/01/2014
Snowpiercer,R,Action,2013,7.1,335000,Bong Joon Ho,Chris Evans,South Korea,39200000,86758912,SnowPiercer,11/07/2014
We're the Millers,R,Comedy,2013,7,415000,Rawson Marshall Thurber,Jason Sudeikis,United States,37000000,269994119,New Line Cinema,07/08/2013
Kick-Ass 2,R,Action,2013,6.5,259000,Jeff Wadlow,Aaron Taylor-Johnson,United Kingdom,28000000,60795985,Universal Pictures,16/08/2013
Frozen,PG,Animation,2013,7.4,585000,Chris Buck,Kristen Bell,United States,150000000,1281508100,Walt Disney Animation Studios,27/11/2013
The Great Gatsby,PG-13,Drama,2013,7.2,494000,Baz Luhrmann,Leonardo DiCaprio,Australia,105000000,353642274,Warner Bros.,10/05/2013
American Hustle,R,Crime,2013,7.2,458000,David O. Russell,Christian Bale,United States,40000000,251171807,Columbia Pictures,20/12/2013
The Green Inferno,R,Adventure,2013,5.3,41000,Eli Roth,Lorenza Izzo,United States,5000000,12666449,Worldview Entertainment,25/09/2015
Rush,R,Action,2013,8.1,446000,Ron Howard,Daniel Brühl,United Kingdom,38000000,96983009,Exclusive Media Group,27/09/2013
Monsters University,G,Animation,2013,7.2,332000,Dan Scanlon,Billy Crystal,United States,200000000,743559645,Walt Disney Pictures,21/06/2013
Don Jon,R,Comedy,2013,6.5,232000,Joseph Gordon-Levitt,Joseph Gordon-Levitt,United States,3000000,39439355,Voltage Pictures,27/09/2013
Now You See Me,PG-13,Crime,2013,7.2,612000,Louis Leterrier,Jesse Eisenberg,United States,75000000,351723989,Summit Entertainment,31/05/2013
Oblivion,PG-13,Action,2013,7,495000,Joseph Kosinski,Tom Cruise,United States,120000000,286168572,Universal Pictures,19/04/2013
Identity Thief,R,Comedy,2013,5.7,128000,Seth Gordon,Jason Bateman,United States,35000000,173965010,Aggregate Films,08/02/2013
Nymphomaniac: Vol. I,Not Rated,Drama,2013,6.9,119000,Lars von Trier,Charlotte Gainsbourg,Denmark,20500000,13551156,Zentropa Entertainments,06/03/2014
Star Trek Into Darkness,PG-13,Action,2013,7.7,468000,J.J. Abrams,Chris Pine,United States,190000000,467365246,Paramount Pictures,16/05/2013
The Hunger Games: Catching Fire,PG-13,Action,2013,7.5,626000,Francis Lawrence,Jennifer Lawrence,United States,130000000,865011746,Color Force,22/11/2013
Homefront,R,Action,2013,6.5,113000,Gary Fleder,Jason Statham,United States,22000000,48449416,Open Road Films (II),27/11/2013
Movie 43,R,Comedy,2013,4.3,101000,Directors,Emma Stone,United States,6000000,32443111,Relativity Media,25/01/2013
World War Z,PG-13,Action,2013,7,618000,Marc Forster,Brad Pitt,United States,190000000,540455876,Paramount Pictures,21/06/2013
12 Years a Slave,R,Biography,2013,8.1,657000,Steve McQueen,Chiwetel Ejiofor,United States,20000000,187733202,New Regency Productions,08/11/2013
G.I. Joe: Retaliation,PG-13,Action,2013,5.8,176000,Jon M. Chu,Dwayne Johnson,United States,130000000,375740705,Paramount Pictures,28/03/2013
Dallas Buyers Club,R,Biography,2013,8,455000,Jean-Marc Vallée,Matthew McConaughey,United States,5000000,55736588,Truth Entertainment (II),22/11/2013
The Secret Life of Walter Mitty,PG,Adventure,2013,7.3,300000,Ben Stiller,Ben Stiller,United States,90000000,188133322,Twentieth Century Fox,25/12/2013
Pacific Rim,PG-13,Action,2013,6.9,475000,Guillermo del Toro,Idris Elba,United States,190000000,411002906,Warner Bros.,12/07/2013
The Croods,PG,Animation,2013,7.2,199000,Kirk DeMicco,Nicolas Cage,United States,135000000,587205319,DreamWorks Animation,22/03/2013
This Is the End,R,Comedy,2013,6.6,391000,Evan Goldberg,James Franco,United States,32000000,126041322,Columbia Pictures,12/06/2013
The Way Way Back,PG-13,Comedy,2013,7.4,143000,Nat Faxon,Steve Carell,United States,5000000,26474920,Sycamore Pictures,26/07/2013
The Internship,PG-13,Comedy,2013,6.3,193000,Shawn Levy,Vince Vaughn,United States,58000000,93492844,Twentieth Century Fox,07/06/2013
Elysium,R,Action,2013,6.6,426000,Neill Blomkamp,Matt Damon,United States,115000000,286140700,TriStar Pictures,09/08/2013
Hansel & Gretel: Witch Hunters,R,Action,2013,6.1,198000,Tommy Wirkola,Jeremy Renner,United States,50000000,226349749,Paramount Pictures,25/01/2013
Captain Phillips,PG-13,Adventure,2013,7.8,432000,Paul Greengrass,Tom Hanks,United States,55000000,218791811,Scott Rudin Productions,11/10/2013
Evil Dead,R,Horror,2013,6.5,160000,Fede Alvarez,Jane Levy,United States,17000000,97542952,TriStar Pictures,05/04/2013
White House Down,PG-13,Action,2013,6.3,211000,Roland Emmerich,Channing Tatum,United States,150000000,205366737,Columbia Pictures,28/06/2013
Enemy,R,Drama,2013,6.9,175000,Denis Villeneuve,Jake Gyllenhaal,Canada,20500000,3468224,Pathé,06/02/2014
Olympus Has Fallen,R,Action,2013,6.5,263000,Antoine Fuqua,Gerard Butler,United States,70000000,170270201,Millennium Films,22/03/2013
Lone Survivor,R,Action,2013,7.5,272000,Peter Berg,Mark Wahlberg,United States,40000000,154802912,Film 44,10/01/2014
Oz the Great and Powerful,PG,Adventure,2013,6.3,201000,Sam Raimi,James Franco,United States,215000000,493311825,Walt Disney Pictures,08/03/2013
Pain & Gain,R,Action,2013,6.4,205000,Michael Bay,Mark Wahlberg,United States,26000000,87305549,Paramount Pictures,26/04/2013
Oldboy,R,Action,2013,5.7,71000,Spike Lee,Josh Brolin,United States,30000000,5186767,Good Universe,27/11/2013
Out of the Furnace,R,Action,2013,6.8,110000,Scott Cooper,Christian Bale,United Kingdom,22000000,15661554,Appian Way,06/12/2013
Coherence,Not Rated,Drama,2013,7.2,115000,James Ward Byrkit,Emily Baldoni,United States,50000,139745,Bellanova Films,06/08/2014
Ender's Game,PG-13,Action,2013,6.6,228000,Gavin Hood,Harrison Ford,United States,110000000,125544024,Summit Entertainment,01/11/2013
Anchorman 2: the Legend Continues,PG-13,Comedy,2013,6.3,172000,Adam McKay,Will Ferrell,United States,50000000,173649931,Paramount Pictures,18/12/2013
The World's End,R,Comedy,2013,7,266000,Edgar Wright,Simon Pegg,United Kingdom,20000000,46091271,Universal Pictures,23/08/2013
Stoker,R,Drama,2013,6.8,105000,Park Chan-Wook,Mia Wasikowska,United Kingdom,12000000,12077441,Fox Searchlight Pictures,01/03/2013
The Mortal Instruments: City of Bones,PG-13,Action,2013,5.9,129000,Harald Zwart,Lily Collins,United States,60000000,95396573,Screen Gems,21/08/2013
Mama,PG-13,Fantasy,2013,6.2,172000,Andy Muschietti,Jessica Chastain,Canada,15000000,146428180,Universal Pictures,18/01/2013
Riddick,R,Action,2013,6.4,157000,David Twohy,Vin Diesel,Canada,38000000,98337295,Riddick Canada Productions,06/09/2013
A Good Day to Die Hard,R,Action,2013,5.3,201000,John Moore,Bruce Willis,United States,92000000,304654182,Twentieth Century Fox,14/02/2013
Escape Plan,R,Action,2013,6.7,232000,Mikael Håfström,Sylvester Stallone,United States,50000000,137328301,Summit Entertainment,18/10/2013
The Wolverine,PG-13,Action,2013,6.7,439000,James Mangold,Hugh Jackman,United States,120000000,414828246,Twentieth Century Fox,26/07/2013
Texas Chainsaw,R,Horror,2013,4.8,47000,John Luessenhop,Alexandra Daddario,United States,20000000,47340586,Lionsgate,04/01/2013
Despicable Me 2,PG,Animation,2013,7.3,377000,Pierre Coffin,Steve Carell,United States,76000000,970766005,Universal Pictures,03/07/2013
47 Ronin,PG-13,Action,2013,6.3,152000,Carl Rinsch,Keanu Reeves,United States,175000000,151783839,Bluegrass Films,25/12/2013
Adore,R,Drama,2013,6.2,33000,Anne Fontaine,Naomi Watts,Australia,16000000,1575749,Gaumont,03/04/2013
Machete Kills,R,Action,2013,5.6,76000,Robert Rodriguez,Danny Trejo,United States,20000000,17496820,AR Films,11/10/2013
